2021-10-26 14:30:36.118 | INFO     | __main__:crawl_by_category:46 - 100022342186	康宝 Canbo 消毒柜家用 消毒柜嵌入式 婴儿奶瓶餐具碗筷茶杯 二星级高温 大容量 消毒碗柜 小型 XDZ90-E11EA
2021-10-26 14:30:36.131 | INFO     | __main__:crawl_by_category:46 - 1770185	华帝（VATTI）ZTD100-i13011消毒柜 100升大容量嵌入式消毒碗柜家用 紫外线碗筷消毒 二星级臭氧消毒
2021-10-26 14:30:36.133 | INFO     | __main__:crawl_by_category:46 - 100012280815	康宝（Canbo）消毒柜 家用厨房立式大容量高温二星碗筷餐具消毒碗柜 杀灭幽门螺旋杆菌臭氧 XDZ100-D1
2021-10-26 14:30:36.135 | INFO     | __main__:crawl_by_category:46 - 1103115630	康宝（Canbo）消毒柜 家用立式碗筷刀架厨房收纳柜 婴儿筷子消毒柜 商用双开门消毒碗柜380H-1
2021-10-26 14:30:36.136 | INFO     | __main__:crawl_by_category:46 - 100004049677	康宝(Canbo) 商用大容量立式 双门臭氧紫外线 厨房餐具碗柜 餐饮碗筷保洁柜GPR700H-2
2021-10-26 14:30:36.136 | INFO     | __main__:crawl_by_category:46 - 100008383270	康宝 Canbo 消毒柜 家用 小型 立式厨房餐具碗筷茶杯台式消毒碗柜 奶瓶婴儿负离子XDZ70-G19
2021-10-26 14:30:36.145 | INFO     | __main__:crawl_by_category:46 - 100008830663	康宝 Canbo 烤消一体机  烤箱 高温消毒柜 厨房餐具碗筷消毒碗柜JJG110-B1
2021-10-26 14:30:36.146 | INFO     | __main__:crawl_by_category:46 - 100023554468	康宝（Canbo）消毒柜 家用 立式 小型 二星级高温 厨房碗筷餐具消毒碗柜 双门台式XDZ70-6B
2021-10-26 14:30:36.147 | INFO     | __main__:crawl_by_category:46 - 10022061645702	康佳（KONKA）消毒柜家用立式高温商用厨房消毒碗柜大容量双门碗筷高温消毒碗柜 50型单门（2层）
2021-10-26 14:30:36.153 | INFO     | __main__:crawl_by_category:46 - 10022061645703	康佳（KONKA）消毒柜家用立式高温商用厨房消毒碗柜大容量双门碗筷高温消毒碗柜 85型高温双室（上1层下2层）
2021-10-26 14:30:36.156 | INFO     | __main__:crawl_by_category:46 - 10022061645704	康佳（KONKA）消毒柜家用立式高温商用厨房消毒碗柜大容量双门碗筷高温消毒碗柜 经典台式（50L大二层）
2021-10-26 14:44:19.303 | INFO     | __main__:get_title_comments:24 - 爬取id:6257026的商品
2021-10-26 14:44:19.306 | INFO     | __main__:get_title_comments:28 - 开始id:6257026	爬虫第0页评论
